business_id,name,address,city,state,postal_code,data,score
1-804,Circle Sushi,8725 ROSWELL RD STE 7-8,ATLANTA,GA,30350,2015/01/05,87
2-31743,City Garden,557 NORTH CENTRAL AVE,HAPEVILLE,GA,30354,2015/03/17,95
2-31743,City Garden,557 NORTH CENTRAL AVE,HAPEVILLE,GA,30354,2015/02/19,75
2-31743,City Garden,557 NORTH CENTRAL AVE,HAPEVILLE,GA,30354,2015/02/09,78
FSP-060-001703,City View Room,275 BAKER ST FL 4,ATLANTA,GA,30313,2015/05/22,92
1-820,Clays Sports Cafe,6518 ROSWELL RD,ATLANTA,GA,30328,2015/04/10,97
1-23284,Cleveland Avenue Elementary School,2672 OLD HAPEVILLE RD,ATLANTA,GA,30315,2015/04/01,96
1-31031,Cliftons American West Indian Cuisine,426 WEST BROAD ST,FAIRBURN,GA,30213,2015/03/25,87
1-32350,Cliftondale Elementary School,3340 WEST STUBBS RD,COLLEGE PARK,GA,30349,2015/04/02,100
FSP-060-000777,Club Silhouette,1905 PIEDMONT AVE NE,ATLANTA,GA,30324,2015/04/08,82
FSP-060-000777,Club Silhouette,1905 PIEDMONT AVE NE,ATLANTA,GA,30324,2015/03/25,70
1-15708,Club Wax,4375 COMMERCE DR STE B,ATLANTA,GA,30336,2015/03/11,89
1-29880,Coast Seafood & Raw Bar,111 WEST PACES FERRY,ATLANTA,GA,30305,2015/05/15,99
1-25319,Cogburn Woods Elementary,13058 COGBURN,ALPHARETTA,GA,30004,2015/03/24,91
FSP-060-002805,College Park Elementary School,2075 PRINCETON AVE,ATLANTA,GA,30349,2015/03/26,100
2-31659,Comfort Inn,795 POLLARD BLVD,ATLANTA,GA,30315,2015/01/27,92
FSP-060-000217,Commons Court Taco Bell,350 FERST DR NW FL 1,ATLANTA,GA,30332,2015/04/21,100
2-31481,Community Grounds Cafe,1297 JONESBORO,ATLANTA,GA,30315,2015/03/13,94
1-32138,Concession Bridge 6 Building 2,230 SPRING ST,ATLANTA,GA,30303,2015/01/09,100
1-32139,Concession On 6 Building 2,250 SPRING ST,ATLANTA,GA,30303,2015/01/09,100
1-862,Concourse Athletic Club,8 CONCOURSE PKWY NE,ATLANTA,GA,30328,2015/02/11,94
1-863,Concourse Cafe,8 CONCOURSE PKWY,ATLANTA,GA,30328,2015/02/11,81
FSP-060-001024,Condesa Coffee,480 JOHN WESLEY DOBBS STE 100,ATLANTA,GA,30312,2015/01/26,92
1-864,Conley Hills Elementary School,2580 DELOWE DR,EAST POINT,GA,30344,2015/03/11,100
1-23416,Connally Elementary School,1654 S ALVARADO TER SW,ATLANTA,GA,30311,2015/03/11,100
1-23380,Continental Colony Elementary School,3181 HOGAN RD SW,ATLANTA,GA,30312,2015/03/18,100
FSP-060-002496,Cook Out,403 MORELAND AVE,ATLANTA,GA,30316,2015/04/21,99
1-28432,Copelands Cheesecake Bistro,265 18TH ST STE 4130,ATLANTA,GA,30363,2015/05/29,99
1-28432,Copelands Cheesecake Bistro,265 18TH ST STE 4130,ATLANTA,GA,30363,2015/05/20,79
1-32586,Coretta Scott King YWLA,1190 NORTHWEST DR,ATLANTA,GA,30318,2015/04/21,100
1-876,Corner Cafe,6810 SHANNON PKWY,UNION CITY,GA,30291,2015/02/09,87
1-32476,Corner Cafe,13560 MORRIS RD STE 1160,ALPHARETTA,GA,30004,2015/02/13,100
1-32476,Corner Cafe,13560 MORRIS RD STE 1160,ALPHARETTA,GA,30004,2015/02/10,75
1-24593,Country Club Of Roswell Kitchen,2500 CLUB SPRINGS DR,ROSWELL,GA,30076,2015/05/06,98
1-24594,Country Club Of Roswell Lounge,2500 CLUB SPRINGS DR,ROSWELL,GA,30076,2015/05/12,100
1-27904,Country Gourmet Inc,3525 PIEDMONT RD,ATLANTA,GA,30305,2015/03/16,91
1-865,Country Inn & Suites  Continental Breakfast,759 POLLARD BLVD SW,ATLANTA,GA,30315,2015/01/27,96
1-31210,Courtyard Atlanta Airport West,3400 CAMP CREEK POINT DR,EAST  POINT,GA,30344,2015/05/11,94
FSP-060-000487,Courtyard by Marriott,3399 INTERNATIONAL BLVD,HAPEVILLE,GA,30354,2015/05/27,92
1-23886,Courtyard Cafeteria At Atlanta Medical Center,303 PARKWAY DR NE,ATLANTA,GA,30312,2015/05/01,97
1-14644,Covenant Community,623 SPRING ST NW,ATLANTA,GA,30308,2015/01/05,100
1-898,Cowtippers,1595 PIEDMONT RD,ATLANTA,GA,30324,2015/05/22,94
FSP-060-002185,Cozumel The Mexican Cantina Bar,5058 OLD NATIONAL HWY,ATLANTA,GA,30349,2015/05/08,73
FSP-060-002185,Cozumel The Mexican Cantina Bar,5058 OLD NATIONAL HWY,ATLANTA,GA,30349,2015/05/08,91
FSP-060-002184,Cozumel The Mexican Cantina Kitchen,5058 OLD NATIONAL HWY,COLLEGE PARK,GA,30349,2015/05/11,96
1-30473,Cozy Corner Cafe II,6190 POWERS FERRY RD,SANDY SPRINGS,GA,30339,2015/04/23,98
1-30473,Cozy Corner Cafe II,6190 POWERS FERRY RD,SANDY SPRINGS,GA,30339,2015/04/08,61
1-30473,Cozy Corner Cafe II,6190 POWERS FERRY RD,SANDY SPRINGS,GA,30339,2015/04/01,50
1-901,Crabapple Crossing Elementary,12765 BIRMINGHAM HWY,ALPHARETTA,GA,30202,2015/03/23,91
1-902,Crabapple Middle School,10700 CRABAPPLE RD,ROSWELL,GA,30075,2015/03/30,100
1-30878,Crawford Long Middle School,3200 LATONA DR,ATLANTA,GA,30354,2015/04/01,96
FSP-060-002781,Creekside High School,7405 HERNDON RD,FAIRBURN,GA,30213,2015/03/26,97
1-18638,Creekview Elementary,3995 WEBB BRIDGE,ALPHARETTA,GA,30005,2015/03/05,100
1-15294,Crestview Health And Rehabilitation Center,2800 SPRINGDALE RD SW,ATLANTA,GA,30315,2015/05/28,100
1-15294,Crestview Health And Rehabilitation Center,2800 SPRINGDALE RD SW,ATLANTA,GA,30315,2015/02/18,93
1-915,Crossroads Ministries,420 COURTLAND ST,ATLANTA,GA,30308,2015/05/18,90
1-32745,Crowne Plaza Atlanta Airport  Benton Restaurant,1325 VIRGINIA AVE,ATLANTA,GA,30344,2015/04/03,97
1-32746,Crowne Plaza Atlanta Airport  Lobby Bar,1325 VIRGINIA AVE,ATLANTA,GA,30344,2015/04/02,99
1-31424,Cypress Street Pint And Plate,817 WEST PEACHTREE ST,ATLANTA,GA,30308,2015/01/23,98
1-31424,Cypress Street Pint And Plate,817 WEST PEACHTREE ST,ATLANTA,GA,30308,2015/01/20,52
1-925,D & D BarBQue,1975 SYLVAN RD,ATLANTA,GA,30310,2015/05/13,96
FSP-060-002181,DCafe,1540 RALPH DAVID ABERNATHY,ATLANTA,GA,30310,2015/01/28,97
FSP-060-000311,DaiquiriCoffeeL13,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/02/13,100
1-13027,Dairy Queen,50 UPPER ALABAMA ST STE 140,ATLANTA,GA,30303,2015/04/23,95
1-26134,Dairy Queen,6627 ROOSEVELT HWY,UNION CITY,GA,30291,2015/04/07,90
1-31213,Dairy Queen,231 PEACHTREE ST,ATLANTA,GA,30303,2015/02/23,88
1-31098,Dairy Queen,9125 ROOSEVELT HWY,PALMETTO,GA,30268,2015/04/30,97
1-31098,Dairy Queen,9125 ROOSEVELT HWY,PALMETTO,GA,30268,2015/04/16,74
1-29283,Dairy Queen Of College Park,2201 ROOSEVELT HWY,COLLEGE PARK,GA,30337,2015/04/23,91
1-21774,Dakota Blue,454 CHEROKEE AVE SE,ATLANTA,GA,30312,2015/04/15,90
1-23359,Daniel H Stanton Elementary School,970 MARTIN ST SE,ATLANTA,GA,30315,2015/04/20,97
1-31820,Dantannas CNN Center,ONE CNN CTR STE 265,ATLANTA,GA,30303,2015/04/23,89
1-32675,DaquiriCoffee L31,1 GEORGIA DOME DR NW,ATLANTA,GA,30313,2015/02/13,100
1-32677,DaquiriCoffeeL19,1 GEORGIA DOME DR NW,ATLANTA,GA,30313,2015/01/14,100
1-32235,Daquiris Coffee 327,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/02/13,100
1-32307,Daquiris Coffee Club North,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/02/13,100
1-32200,Daquiris Coffee L23,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/02/13,100
1-32200,Daquiris Coffee L23,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/01/14,100
2-31613,Daquiris Coffee L13,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/02/13,100
1-32236,DaquirisCoffee 343,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/02/13,96
1-32252,DaquirisCoffee L45,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/02/13,100
FSP-060-000476,DaVincis Pizzeria Of Midtown,1270 WEST PEACHTREE ST,ATLANTA,GA,30309,2015/01/30,83
FSP-060-000251,Davios Northern Italian Steakhouse,3500 PEACHTREE RD NE STE 100,ATLANTA,GA,30326,2015/04/14,97
FSP-060-000251,Davios Northern Italian Steakhouse,3500 PEACHTREE RD NE STE 100,ATLANTA,GA,30326,2015/04/07,75
1-32337,Dean Rusk YMCA Headstart Academy,433 PEEPLES ST SW,ATLANTA,GA,30310,2015/04/29,96
1-25705,Deerwood Academy,3070 FAIRBURN SW,ATLANTA,GA,30331,2015/03/30,100
FSP-060-002326,Deja Vu Sports Bar & Lounge Kitchen,2997 CAMPBELLTON RD,ATLANTA,GA,30311,2015/04/22,84
FSP-060-002327,Deja Vu Sports Bar Lounge,2997 CAMPBELLTON RD,ATLANTA,GA,30311,2015/04/24,91
1-32024,Deli & Seafood,5084 OLD NATIONAL HWY,COLLEGE PARK,GA,30349,2015/04/21,89
FSP-060-000631,Deli  North Ave,120 NORTH AVE,ATLANTA,GA,30313,2015/03/12,100
1-969,Deli Market Cafe,4403 NORTHSIDE PKWY SUITE 170,ATLANTA,GA,30327,2015/01/15,100
1-969,Deli Market Cafe,4403 NORTHSIDE PKWY SUITE 170,ATLANTA,GA,30327,2015/01/08,78
1-31011,Deli USA,3334 COLVILLE AVE,HAPEVILLE,GA,30354,2015/05/11,80
1-31710,Delta Administration Center,1030 DELTA BLVD,ATLANTA,GA,30354,2015/03/05,96
1-981,Diamond Hall Conference Center,5495 OLD NATIONAL HWY,COLLEGE PARK,GA,30349,2015/01/28,95
FSP-060-000815,Diamonds of Atlanta,1271 MARIETTA BLVD,ATLANTA,GA,30318,2015/04/09,96
FSP-060-000815,Diamonds of Atlanta,1271 MARIETTA BLVD,ATLANTA,GA,30318,2015/03/25,74
1-30365,Dippin Dots Sodexo,800 CHEROKEE AVE,ALTANTA,GA,30312,2015/04/02,100
FSP-060-001998,Dippin Dots  L15,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/03/26,100
FSP-060-001995,Dippin Dots  L43,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/02/13,100
FSP-060-001988,Dippin Dots L26,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/03/26,100
FSP-060-001988,Dippin Dots L26,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/03/23,100
FSP-060-001988,Dippin Dots L26,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/02/13,100
FSP-060-001989,Dippin Dots U37,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/02/13,100
1-1002,Doll House,2050 CHESHIRE BRIDGE RD,ATLANTA,GA,30324,2015/03/25,97
1-1004,Dolvin Elementary  School,10495 JONES BRIDGE,ALPHARETTA,GA,30201,2015/03/09,100
FSP-060-000492,Dominos Pizza,1100 HAMMOND DR,ATLANTA,GA,30328,2015/01/12,96
FSP-060-000170,Dominos Pizza,461 PONCE DE LEON AVE,ATLANTA,GA,30308,2015/05/11,84
1-21465,Dominos Pizza,3435 ROOSEVELT HWY,RED OAK,GA,30272,2015/03/30,90
1-23326,Dominos Pizza,45 HUDSON PLAZA,FAIRBURN,GA,30123,2015/04/13,93
1-29674,Dominos Pizza,6130 ROSWELL RD,SANDY SPRINGS,GA,30328,2015/04/07,90
1-26588,Dominos Pizza,1195 FAIRBURN RD STE 110,ATLANTA,GA,30331,2015/02/03,93
FSP-060-000799,Dominos Pizza  5707,1959 HOWELL MILL RD,ATLANTA,GA,30318,2015/03/23,99
FSP-060-000786,Dominos Pizza  5708,44 10TH ST NW,ATLANTA,GA,30309,2015/04/10,100
FSP-060-000795,Dominos Pizza 3593,9165 ROSEVELT HWY STE D,PALMETTO,GA,30268,2015/04/16,94
1-1008,Dominos Pizza 4163,10955 JONES BRIDGE RD NE,ALPHARETTA,GA,30022,2015/05/14,90
1-26670,Dominos Pizza 5702,3175 ROSWELL RD STE B,ATLANTA,GA,30305,2015/06/01,90
1-29995,Don Chon Mexican Restaurant,616 SOUTH CENTRAL AVE,HAPEVILLE,GA,30354,2015/03/17,80
1-14407,Dorothy C Benson Senior Multipurpose Complex,6500 VERNON WOODS DR,ATLANTA,GA,30328,2015/02/19,91
FSP-060-000571,Double Zero Napoletana,5825 ROSWELL RD,ATLANTA,GA,30328,2015/05/01,97
FSP-060-000571,Double Zero Napoletana,5825 ROSWELL RD,ATLANTA,GA,30328,2015/04/23,76
1-30682,Dragon China,5851 BUFFINGTON RD STE H,UNION CITY,GA,30349,2015/02/23,93
1-30682,Dragon China,5851 BUFFINGTON RD STE H,UNION CITY,GA,30349,2015/02/11,72
1-29700,Dressed,950 WEST PEACHTREE ST STE 240,ATLANTA,GA,30309,2015/02/06,100
FSP-060-001684,drip LLC,601 NORTH CENTRAL AVE,HAPEVILLE,GA,30354,2015/01/05,95
1-30829,Dua Vietnamese Noodle Soup,53 BROAD ST,ATLANTA,GA,30303,2015/05/07,85
1-32638,Dunbar Elementary School,500 WHITEHALL TER,ATLANTA,GA,30312,2015/03/11,99
1-29887,Dunkin Donuts,3630 OLD MILTON PKWY,ALPHARETTA,GA,30005,2015/02/20,100
1-30106,Dunkin Donuts,303 PEACHTREE ST,ATLANTA,GA,30308,2015/04/15,95
1-30107,Dunkin Donuts,675 WEST PEACHTREE ST,ATLANTA,GA,30308,2015/04/10,100
1-30160,Dunkin Donuts,1 CNN CENTER,ATLANTA,GA,30303,2015/03/31,99
FSP-060-002481,Dunkin Donuts,7804 SENOIA RD,FAIRBURN,GA,30213,2015/04/09,91
1-30064,Dunkin Donuts,11706 ALPHARETTA HWY STE 400,ROSWELL,GA,30076,2015/06/04,86
FSP-060-001878,Dunkin Donuts 350439,6060 OLD NATIONAL HWY,ATLANTA,GA,30349,2015/04/08,84
FSP-060-002479,Dunkin Donuts BC 1841 PA LLC,1841 PIEDMONT RD,ATLANTA,GA,30324,2015/02/27,91
FSP-060-002478,Dunkin Donuts BC 1766 HMR LLC,1766 HOWELL MILL RD,ATLANTA,GA,30318,2015/02/10,95
1-16030,Dunwoody Springs Elementary School,8100 ROBERTS DR,ATLANTA,GA,30350,2015/03/16,100
1-21283,Earthlink Live Center Stage DBA Earthlink Live,1374 WEST PEACHTREE ST,ATLANTA,GA,30309,2015/04/20,100
FSP-060-002250,Eat Fresh,1000 ABERNATHY ROAD,SANDY SPRINGS,GA,30328,2015/02/24,100
FSP-060-002250,Eat Fresh,1000 ABERNATHY ROAD,SANDY SPRINGS,GA,30328,2015/02/19,64
1-29287,Ecco,40 7TH ST,ATLANTA,GA,30308,2015/04/17,95
1-29287,Ecco,40 7TH ST,ATLANTA,GA,30308,2015/04/10,72
FSP-060-002619,Eden Cafe  The Westin Buckhead Atlanta,3391 PEACHTREE RD NE,ATLANTA,GA,30326,2015/05/27,97
1-30621,Edgewood Corner Tavern,464 EDGEWOOD AVE STE A,ATLANTA,GA,30312,2015/03/26,91
FSP-060-001129,Egg Harbor CafeSandy Springs,5920 ROSWELL RD STE A-101,ATLANTA,GA,30328,2015/02/12,93
FSP-060-001129,Egg Harbor CafeSandy Springs,5920 ROSWELL RD STE A-101,ATLANTA,GA,30328,2015/02/02,71
FSP-060-002775,Einstein Bros Bagels,800 PEACHTREE ST,ATLANTA,GA,30308,2015/04/23,95
1-18890,Einstein Brother Bagels,1676 MONROE AVE,ATLANTA,GA,30324,2015/04/01,94
1-19360,Einstein Noah Corp,4502 ROSWELL RD,ATLANTA,GA,30342,2015/05/04,99
FSP-060-002268,Einsteins,1077 JUNIPER ST NE,ATLANTA,GA,30309,2015/06/03,97
1-1116,El Taco Veloz II Inc,5670 ROSWELL RD,ATLANTA,GA,30342,2015/04/08,88
1-17909,El Torero 8,625 CROSSVILLE RD,ROSWELL,GA,30075,2015/06/01,91
1-32708,El Zarape Mexican Restaurant,880 ATLANTA ST,ROSWELL,GA,30075,2015/05/11,88
1-32708,El Zarape Mexican Restaurant,880 ATLANTA ST,ROSWELL,GA,30075,2015/04/28,62
1-32708,El Zarape Mexican Restaurant,880 ATLANTA ST,ROSWELL,GA,30075,2015/01/21,82
1-18640,Elkins Point Middle School,11290 ELKINS,ROSWELL,GA,30076,2015/04/01,100
1-26966,Embassy Suites Bar,5955 NORTH POINT PKWY,ALPHARETTA,GA,30022,2015/02/09,100
FSP-060-002077,Emeritus at Dunwoody,1460 JOHNSON FERRY RD,ATLANTA,GA,30319,2015/02/11,91
FSP-060-000785,Emeritus at Sandy Springs,1260 HIGHTOWER TRL,ATLANTA,GA,30350,2015/01/05,91
FSP-060-000834,Emeritus At Sandy Springs Place,1262 HIGHTOWER TRL,ATLANTA,GA,30350,2015/01/06,96
FSP-060-000339,Empire State South,999 PEACHTREE ST NE,ATLANTA,GA,30309,2015/04/28,91
FSP-060-001951,Employee Cafeteria  W Atlanta Midtown Hotel,188 14TH ST,ATLANTA,GA,30361,2015/05/29,100
1-21678,Enat Ethiopia Cafe And Mart,1999 CHESHIRE BRIDGE RD,ATLANTA,GA,30324,2015/03/26,100
1-32359,Enzo Japanese Restaurant,8540 ROSWELL RD,ATLANTA,GA,30350,2015/04/07,95
1-32359,Enzo Japanese Restaurant,8540 ROSWELL RD,ATLANTA,GA,30350,2015/04/01,79
1-23759,Epicures Of Asia,885 WOODSTOCK RD,ROSWELL,GA,30075,2015/06/05,91
1-23759,Epicures Of Asia,885 WOODSTOCK RD,ROSWELL,GA,30075,2015/05/28,50
1-30923,Equifax Headquarters,1550 PEACHTREE ST NW,ATLANTA,GA,30309,2015/05/26,96
1-1152,Esther Jackson Elementary School,1400 MARTIN,ROSWELL,GA,30076,2015/03/24,100
1-30972,European Kitchen Express,1197 PEACHTREE ST STE 512,ATLANTA,GA,30361,2015/04/29,95
FSP-060-002789,Events By Juanita,1509 VIRGINIA AVE,ATLANTA,GA,30337,2015/02/12,96
1-1160,Evoline C West Elem Sch,7040 RIVERTOWN,FAIRBURN,GA,30213,2015/03/26,100
1-23829,FL Stanton Elementary,1625 MARTIN LUTHER KING JR. DR SW,ATLANTA,GA,30310,2015/03/18,100
1-1172,Fairburn Health Care Ctr,178 WEST CAMPBELLTON ST S,FAIRBURN,GA,30213,2015/04/23,100
FSP-060-000164,Fairfield Inn & Suite Atlanta Airport North,1255 WALKER AVE,EASTPOINT,GA,30344,2015/05/12,92
1-22531,Families First Second Chance Home,2625 JEROME RD,COLLEGE PARK,GA,30349,2015/05/13,94
1-1177,Fannies Rest & Lounge,4401 FULTON INDUSTRIAL BLVD,ATLANTA,GA,30336,2015/01/22,97
1-31215,Far East Fusion Inc,350 FERST DR NW,ATLANTA,GA,30332,2015/04/21,100
FSP-060-000801,Farm Burger,3365 PIEDMONT RD STE 1120,ATLANTA,GA,30305,2015/03/13,100
1-24386,Farmers Basket,225 PEACHTREE ST NE,ATLANTA,GA,30303,2015/04/06,97
1-24386,Farmers Basket,225 PEACHTREE ST NE,ATLANTA,GA,30303,2015/03/24,82
2-31720,Feldwood Elementary School,5790 FELDWOOD RD,COLLEGE PARK,GA,30349,2015/03/12,100
1-1190,Fellinis,1991 HOWELL MILL RD,ATLANTA,GA,30318,2015/03/23,94
1-1191,Fellinis Pizza,4429 ROSWELL RD,ATLANTA,GA,30342,2015/05/05,100
1-24264,Figo Pasta LLC,1170 COLLIER RD STE B,ATLANTA,GA,30318,2015/03/23,94
1-1194,Findley Oaks Elementary School,5880 FINLEY CHASE DR,DULUTH,GA,30097,2015/03/25,100
1-1193,Finish Line Sportbar,1031 VIRGINIA AVE,ATLANTA,GA,30354,2015/02/19,92
1-30091,Fire Of BrazilJalapeno Charlies,218 PEACHTREE ST NW,ATLANTA,GA,30303,2015/04/22,87
1-30091,Fire Of BrazilJalapeno Charlies,218 PEACHTREE ST NW,ATLANTA,GA,30303,2015/04/06,87
1-31450,Firehouse Subs,13087 HIGHWAY 9 STE 930,MILTON,GA,30004,2015/05/18,99
1-29677,Firehouse Subs,2221 PEACHTREE RD STE A,ATLANTA,GA,30309,2015/04/13,94
FSP-060-002292,Firehouse Subs,225 PEACHTREE ST STE B-27,ATLANTA,GA,30303,2015/01/28,95
1-1197,First Presbyterian Church,1328 PEACHTREE ST N,ATLANTA,GA,30309,2015/03/30,100
1-27656,FIshook Grille,660 WEST CROSSVILLE,ROSWELL,GA,30075,2015/01/23,96
FSP-060-000586,Five Guys,860 PEACHTREE ST STE A,ATLANTA,GA,30308,2015/01/28,100
2-31696,Five Guys Burgers & Fries,6297 ROSWELL,SANDY SPRINGS,GA,30328,2015/02/05,100
1-32370,Five Paces Inn,41 IRBY AVE,ATLANTA,GA,30305,2015/03/25,93
1-29224,Flamingo Joes,800 CHEROKEE AVE,ATLANTA,GA,30315,2015/04/02,96
1-28765,Flavor Cafe,236 JOHNSON  FERRY RD STE 100,ATLANTA,GA,30326,2015/03/13,86
FSP-060-001826,Flik Boulevard NAT 12 Express,ONE COCA COLA BLVD,ATLANTA,GA,30313,2015/04/24,99
FSP-060-001830,Flik International CRV Catering Kitchen,ONE COCA COLA PLZ,ATLANTA,GA,30313,2015/04/24,100
FSP-060-000007,Flip Burger Boutique,3655 ROSWELL RD STE 300,ATLANTA,GA,30342,2015/06/01,91
FSP-060-000007,Flip Burger Boutique,3655 ROSWELL RD STE 300,ATLANTA,GA,30342,2015/05/28,65
1-31592,Flip Burger Boutique,1587 HOWELL MILL RD,ATLANTA,GA,30318,2015/05/13,96
